transaction_id,customer_id,product_id,store_id,timestamp,ts_str,ts_tz,quantity,amount,amount_str,discount_pct,discount_str,payment_method,status,device,channel,hi_value_flag
1147,34,44,19,2024-04-02 06:47:52,02/04/2024 06:47,2024-04-02T06:47:52-05:00,1,212.81,$212.81,10,10%,card,completed,android,mobile,0
1148,207,69,11,2024-03-16 02:16:24,16-Mar-2024 02:16:24,2024-03-16T02:16:24-05:00,5,74.35,$74.35,25,25%,card,completed,android,mobile,0
1149,202,40,6,2024-10-16 20:55:16,2024/10/16 20:55,2024-10-16T20:55:16-05:00,1,26.85,$26.85,5,5%,card,pending,ios,mobile,0
1150,10,42,20,2025-03-09 06:44:20,2025/03/09 06:44,2025-03-09T06:44:20-05:00,5,1086.7,"$1,086.70",25,25%,cash,completed,ios,mobile,1
1151,246,8,8,2024-04-22 01:20:18,22/04/2024 01:20,2024-04-22T01:20:18-05:00,3,8.37,$8.37,10,10%,card,completed,ios,mobile,0
1152,108,48,4,2025-04-12 22:43:24,2025-04-12T22:43:24,2025-04-12T22:43:24-05:00,5,154.96,$154.96,0,0%,cash,completed,android,mobile,0
1153,24,47,18,2024-11-07 18:23:51,2024-11-07T18:23:51,2024-11-07T18:23:51-05:00,4,134.82,$134.82,15,15%,transfer,refunded,web,desktop,0
1154,198,56,16,2024-02-01 06:24:21,2024-02-01 06:24:21,2024-02-01T06:24:21-05:00,5,836.7,$836.70,0,0%,card,pending,web,desktop,1
1155,113,17,16,2024-01-31 05:24:32,31/01/2024 05:24,2024-01-31T05:24:32-05:00,5,670.97,$670.97,20,20%,card,completed,web,desktop,1
1156,262,28,8,2025-07-08 06:18:58,2025/07/08 06:18,2025-07-08T06:18:58-05:00,2,286.75,$286.75,20,20%,card,completed,android,mobile,0
1157,177,65,7,2025-01-02 23:13:51,2025-01-02T23:13:51,2025-01-02T23:13:51-05:00,5,601.79,$601.79,0,0%,card,completed,android,mobile,0
1158,82,6,3,2024-12-20 22:53:03,20/12/2024 22:53,2024-12-20T22:53:03-05:00,5,552.18,$552.18,0,0%,cash,completed,web,desktop,0
1159,117,21,14,2025-04-15 21:30:54,2025-04-15T21:30:54,2025-04-15T21:30:54-05:00,1,17.17,$17.17,25,25%,cash,completed,android,mobile,0
1160,1,32,8,2024-04-18 13:42:23,2024/04/18 13:42,2024-04-18T13:42:23-05:00,5,2623.81,"$2,623.81",15,15%,card,completed,web,desktop,1
1161,36,55,12,2025-04-21 04:25:05,2025/04/21 04:25,2025-04-21T04:25:05-05:00,3,1861.97,"$1,861.97",10,10%,transfer,completed,android,mobile,1
1162,144,44,7,2024-05-06 05:15:27,06-May-2024 05:15:27,2024-05-06T05:15:27-05:00,3,677.64,$677.64,0,0%,cash,pending,android,mobile,1
1163,110,51,14,2025-04-23 20:24:07,2025/04/23 20:24,2025-04-23T20:24:07-05:00,4,113.59,$113.59,10,10%,card,completed,ios,mobile,0
1164,50,52,19,2025-04-06 03:49:47,2025/04/06 03:49,2025-04-06T03:49:47-05:00,5,1178.66,"$1,178.66",5,5%,cash,completed,web,desktop,1
1165,137,7,9,2025-01-29 01:02:12,2025-01-29T01:02:12,2025-01-29T01:02:12-05:00,1,25.06,$25.06,0,0%,card,completed,ios,mobile,0
1166,142,20,10,2025-02-17 11:32:01,17-Feb-2025 11:32:01,2025-02-17T11:32:01-05:00,1,44.4,$44.40,10,10%,card,completed,ios,mobile,0
1167,16,40,10,2025-07-04 11:52:03,2025-07-04T11:52:03,2025-07-04T11:52:03-05:00,3,93.14,$93.14,15,15%,cash,completed,web,desktop,0
1168,81,66,17,2024-08-20 20:30:04,20-Aug-2024 20:30:04,2024-08-20T20:30:04-05:00,2,74.14,$74.14,10,10%,card,completed,ios,mobile,0
1169,59,3,17,2024-01-13 22:08:07,2024/01/13 22:08,2024-01-13T22:08:07-05:00,3,124.86,$124.86,10,10%,wallet,completed,ios,mobile,0
1170,136,34,18,2024-09-14 06:45:12,2024-09-14 06:45:12,2024-09-14T06:45:12-05:00,3,557.47,$557.47,0,0%,card,completed,android,mobile,0
1171,212,51,1,2024-11-19 12:52:24,2024-11-19T12:52:24,2024-11-19T12:52:24-05:00,3,86.04,$86.04,0,0%,card,pending,web,desktop,0
1172,260,64,15,2024-08-26 23:31:49,2024-08-26 23:31:49,2024-08-26T23:31:49-05:00,3,752.61,$752.61,0,0%,card,completed,android,mobile,1
1173,247,4,15,2025-04-08 15:12:06,08-Apr-2025 15:12:06,2025-04-08T15:12:06-05:00,3,280.38,$280.38,0,0%,cash,completed,android,mobile,0
1174,117,26,8,2024-07-25 05:50:45,2024-07-25T05:50:45,2024-07-25T05:50:45-05:00,2,592.23,$592.23,0,0%,card,completed,web,desktop,0
1175,142,46,3,2025-03-24 15:53:08,24/03/2025 15:53,2025-03-24T15:53:08-05:00,5,560.17,$560.17,20,20%,card,completed,web,desktop,0
1176,278,58,1,2025-07-14 07:52:22,2025-07-14 07:52:22,2025-07-14T07:52:22-05:00,5,1006.36,"$1,006.36",15,15%,wallet,completed,web,desktop,1
1177,95,22,20,2025-03-29 05:39:44,29-Mar-2025 05:39:44,2025-03-29T05:39:44-05:00,2,181.29,$181.29,0,0%,card,completed,web,desktop,0
1178,18,41,6,2024-05-12 10:34:30,2024-05-12T10:34:30,2024-05-12T10:34:30-05:00,3,748.94,$748.94,5,5%,card,completed,ios,mobile,1
1179,10,62,4,2025-05-03 13:52:49,2025-05-03T13:52:49,2025-05-03T13:52:49-05:00,1,254.84,$254.84,0,0%,cash,completed,ios,mobile,0
1180,268,3,15,2024-10-22 07:15:41,22/10/2024 07:15,2024-10-22T07:15:41-05:00,5,208.02,$208.02,20,20%,card,pending,web,desktop,0
1181,189,68,4,2025-06-12 17:40:08,12/06/2025 17:40,2025-06-12T17:40:08-05:00,5,564.45,$564.45,0,0%,cash,refunded,web,desktop,0
1182,217,65,15,2024-01-25 12:31:01,2024-01-25T12:31:01,2024-01-25T12:31:01-05:00,2,226.85,$226.85,20,20%,card,completed,web,desktop,0
1183,39,67,17,2025-06-28 02:39:22,2025-06-28 02:39:22,2025-06-28T02:39:22-05:00,3,173.73,$173.73,5,5%,card,pending,web,desktop,0
1184,32,39,9,2024-05-28 04:28:39,2024-05-28 04:28:39,2024-05-28T04:28:39-05:00,5,735.13,$735.13,10,10%,card,completed,web,desktop,1
1185,77,39,9,2024-12-08 13:33:17,2024/12/08 13:33,2024-12-08T13:33:17-05:00,4,616.88,$616.88,0,0%,card,completed,web,desktop,0
1186,203,67,9,2024-11-21 06:37:50,21/11/2024 06:37,2024-11-21T06:37:50-05:00,4,223.35,$223.35,0,0%,cash,completed,web,desktop,0
1187,271,36,15,2024-11-16 18:08:03,16/11/2024 18:08,2024-11-16T18:08:03-05:00,5,669.32,$669.32,0,0%,card,completed,web,desktop,1
1188,173,29,18,2024-11-14 17:59:21,2024-11-14T17:59:21,2024-11-14T17:59:21-05:00,5,120.23,$120.23,5,5%,card,completed,web,desktop,0
1189,78,22,1,2025-04-19 22:46:37,19-Apr-2025 22:46:37,2025-04-19T22:46:37-05:00,1,94.08,$94.08,10,10%,card,completed,android,mobile,0
1190,174,54,1,2025-07-25 13:00:03,2025-07-25 13:00:03,2025-07-25T13:00:03-05:00,2,425.17,$425.17,0,0%,card,completed,android,mobile,0
1191,244,67,7,2025-07-02 04:36:14,02/07/2025 04:36,2025-07-02T04:36:14-05:00,4,227.52,$227.52,20,20%,card,completed,ios,mobile,0
1192,31,34,18,2025-02-06 20:57:21,06/02/2025 20:57,2025-02-06T20:57:21-05:00,1,184.47,$184.47,0,0%,card,completed,android,mobile,0
1193,209,44,10,2025-03-11 15:41:14,2025/03/11 15:41,2025-03-11T15:41:14-05:00,4,869.52,$869.52,15,15%,card,completed,web,desktop,1
1194,108,39,20,2025-05-29 08:48:08,29-May-2025 08:48:08,2025-05-29T08:48:08-05:00,2,295.32,$295.32,0,0%,card,completed,web,desktop,0
1195,208,5,19,2025-02-12 03:36:14,12-Feb-2025 03:36:14,2025-02-12T03:36:14-05:00,4,756.99,$756.99,25,25%,card,completed,android,mobile,1
1196,270,55,9,2024-08-31 16:46:20,31/08/2024 16:46,2024-08-31T16:46:20-05:00,5,3448.79,"$3,448.79",15,15%,card,pending,web,desktop,1
1197,147,58,6,2024-12-23 00:44:57,2024-12-23T00:44:57,2024-12-23T00:44:57-05:00,4,816.88,$816.88,0,0%,cash,completed,android,mobile,1
1198,174,58,7,2024-09-22 21:26:17,2024-09-22T21:26:17,2024-09-22T21:26:17-05:00,1,203.16,$203.16,0,0%,transfer,completed,ios,mobile,0
1199,52,14,3,2024-10-02 04:23:17,2024/10/02 04:23,2024-10-02T04:23:17-05:00,4,660.98,$660.98,0,0%,card,completed,ios,mobile,0
1200,52,14,4,2025-04-18 20:39:06,18-Apr-2025 20:39:06,2025-04-18T20:39:06-05:00,3,513.28,$513.28,5,5%,transfer,completed,web,desktop,0
1201,116,64,4,2024-05-29 08:03:49,29/05/2024 08:03,2024-05-29T08:03:49-05:00,3,732.36,$732.36,0,0%,card,completed,web,desktop,1
1202,201,34,13,2024-08-04 17:03:22,2024-08-04T17:03:22,2024-08-04T17:03:22-05:00,4,801.68,$801.68,0,0%,card,completed,web,desktop,1
1203,190,32,3,2024-08-19 20:25:39,19/08/2024 20:25,2024-08-19T20:25:39-05:00,2,1203.57,"$1,203.57",0,0%,transfer,completed,android,mobile,1
1204,46,10,18,2024-08-19 03:56:15,2024/08/19 03:56,2024-08-19T03:56:15-05:00,1,191.26,$191.26,5,5%,wallet,pending,ios,mobile,0
1205,198,1,12,2025-07-01 12:18:21,01/07/2025 12:18,2025-07-01T12:18:21-05:00,1,773.01,$773.01,5,5%,card,refunded,android,mobile,1
1206,184,63,11,2025-06-20 03:00:16,20-Jun-2025 03:00:16,2025-06-20T03:00:16-05:00,2,429.55,$429.55,0,0%,card,completed,android,mobile,0
1207,238,45,15,2024-09-03 06:04:04,03-Sep-2024 06:04:04,2024-09-03T06:04:04-05:00,2,70.07,$70.07,5,5%,card,completed,web,desktop,0
1208,233,15,12,2024-09-27 22:09:44,2024-09-27T22:09:44,2024-09-27T22:09:44-05:00,5,1180.59,"$1,180.59",20,20%,card,completed,web,desktop,1
1209,52,51,3,2025-07-14 12:47:56,2025/07/14 12:47,2025-07-14T12:47:56-05:00,5,119.23,$119.23,20,20%,cash,refunded,web,desktop,0
1210,14,59,17,2024-08-11 12:46:58,2024-08-11 12:46:58,2024-08-11T12:46:58-05:00,3,262.15,$262.15,0,0%,card,completed,ios,mobile,0
1211,84,21,6,2025-03-21 10:22:56,2025-03-21T10:22:56,2025-03-21T10:22:56-05:00,2,32.99,$32.99,0,0%,card,completed,web,desktop,0
1212,293,24,20,2024-10-21 22:00:45,21-Oct-2024 22:00:45,2024-10-21T22:00:45-05:00,1,56.76,$56.76,0,0%,card,completed,android,mobile,0
1213,300,35,17,2024-09-25 01:46:35,25/09/2024 01:46,2024-09-25T01:46:35-05:00,2,409.57,$409.57,0,0%,cash,pending,android,mobile,0
1214,97,34,4,2024-08-13 14:25:47,2024-08-13 14:25:47,2024-08-13T14:25:47-05:00,3,524.95,$524.95,10,10%,card,completed,web,desktop,0
1215,55,66,2,2024-08-11 09:49:05,2024-08-11 09:49:05,2024-08-11T09:49:05-05:00,5,195.2,$195.20,0,0%,card,pending,web,desktop,0
1216,180,18,10,2024-09-26 00:41:01,26-Sep-2024 00:41:01,2024-09-26T00:41:01-05:00,1,397.75,$397.75,10,10%,card,completed,web,desktop,0
1217,21,19,4,2025-05-24 12:12:19,2025/05/24 12:12,2025-05-24T12:12:19-05:00,5,2869.84,"$2,869.84",10,10%,cash,completed,web,desktop,1
1218,211,49,1,2025-01-07 02:41:05,07/01/2025 02:41,2025-01-07T02:41:05-05:00,3,445.02,$445.02,0,0%,card,pending,web,desktop,0
1219,196,45,4,2024-06-05 22:49:14,2024-06-05T22:49:14,2024-06-05T22:49:14-05:00,5,156.98,$156.98,0,0%,card,pending,android,mobile,0
1220,134,66,9,2024-07-29 14:16:48,2024-07-29T14:16:48,2024-07-29T14:16:48-05:00,4,170.66,$170.66,0,0%,cash,completed,web,desktop,0
1221,80,35,17,2025-06-24 17:34:25,2025/06/24 17:34,2025-06-24T17:34:25-05:00,2,384.77,$384.77,0,0%,card,completed,web,desktop,0
1222,34,48,19,2024-04-16 14:57:12,2024-04-16 14:57:12,2024-04-16T14:57:12-05:00,2,56.81,$56.81,0,0%,card,completed,web,desktop,0
1223,13,9,17,2025-04-23 05:03:06,2025-04-23T05:03:06,2025-04-23T05:03:06-05:00,4,159.0,$159.00,10,10%,card,completed,ios,mobile,0
1224,176,64,12,2024-07-04 20:32:27,04/07/2024 20:32,2024-07-04T20:32:27-05:00,1,258.88,$258.88,0,0%,wallet,completed,web,desktop,0
1225,300,32,15,2024-02-09 10:20:10,2024-02-09T10:20:10,2024-02-09T10:20:10-05:00,3,1728.01,"$1,728.01",0,0%,card,completed,web,desktop,1
1226,174,4,6,2024-06-24 06:49:27,24/06/2024 06:49,2024-06-24T06:49:27-05:00,5,501.27,$501.27,0,0%,card,completed,android,mobile,0
1227,231,46,12,2024-02-10 18:30:18,2024-02-10 18:30:18,2024-02-10T18:30:18-05:00,4,407.91,$407.91,5,5%,cash,completed,android,mobile,0
1228,100,61,16,2024-11-17 00:29:45,2024/11/17 00:29,2024-11-17T00:29:45-05:00,4,139.07,$139.07,5,5%,transfer,pending,web,desktop,0
1229,90,71,14,2025-07-11 04:31:24,11-Jul-2025 04:31:24,2025-07-11T04:31:24-05:00,2,168.4,$168.40,5,5%,wallet,pending,ios,mobile,0
1230,7,69,1,2024-03-19 02:17:34,19/03/2024 02:17,2024-03-19T02:17:34-05:00,2,31.14,$31.14,0,0%,cash,completed,web,desktop,0
1231,121,48,8,2024-01-05 00:35:20,2024-01-05T00:35:20,2024-01-05T00:35:20-05:00,3,98.06,$98.06,15,15%,card,refunded,web,desktop,0
1232,288,45,20,2024-05-02 16:14:06,02-May-2024 16:14:06,2024-05-02T16:14:06-05:00,2,61.52,$61.52,5,5%,card,completed,android,mobile,0
1233,189,1,2,2025-05-22 02:48:13,22-May-2025 02:48:13,2025-05-22T02:48:13-05:00,5,3835.63,"$3,835.63",25,25%,cash,completed,ios,mobile,1
1234,30,20,16,2025-01-05 20:17:07,05/01/2025 20:17,2025-01-05T20:17:07-05:00,3,142.72,$142.72,5,5%,card,completed,web,desktop,0
1235,128,52,9,2024-08-11 02:38:08,2024/08/11 02:38,2024-08-11T02:38:08-05:00,4,881.89,$881.89,5,5%,card,pending,android,mobile,1
1236,106,34,15,2024-08-09 16:31:39,2024-08-09 16:31:39,2024-08-09T16:31:39-05:00,3,525.69,$525.69,5,5%,card,completed,web,desktop,0
1237,4,7,11,2024-03-10 11:40:07,2024-03-10T11:40:07,2024-03-10T11:40:07-05:00,3,84.92,$84.92,10,10%,card,completed,android,mobile,0
1238,76,52,15,2024-06-29 08:53:53,2024-06-29T08:53:53,2024-06-29T08:53:53-05:00,5,1125.81,"$1,125.81",5,5%,transfer,completed,android,mobile,1
1239,62,58,18,2025-07-27 18:06:53,2025-07-27 18:06:53,2025-07-27T18:06:53-05:00,4,817.56,$817.56,0,0%,cash,completed,ios,mobile,1
1240,87,53,4,2024-05-15 23:26:38,15-May-2024 23:26:38,2024-05-15T23:26:38-05:00,5,594.13,$594.13,0,0%,card,completed,web,desktop,0
1241,35,32,7,2024-05-16 12:56:20,2024-05-16 12:56:20,2024-05-16T12:56:20-05:00,5,2828.67,"$2,828.67",0,0%,transfer,completed,web,desktop,1
1242,282,32,1,2024-11-04 08:30:54,04-Nov-2024 08:30:54,2024-11-04T08:30:54-05:00,5,3101.51,"$3,101.51",20,20%,transfer,completed,web,desktop,1
1243,104,48,11,2024-05-24 17:06:01,2024/05/24 17:06,2024-05-24T17:06:01-05:00,3,97.0,$97.00,15,15%,card,completed,ios,mobile,0
1244,287,66,12,2024-01-30 02:25:12,2024-01-30 02:25:12,2024-01-30T02:25:12-05:00,3,114.78,$114.78,0,0%,cash,pending,android,mobile,0
1245,108,49,10,2024-08-19 18:26:02,2024-08-19T18:26:02,2024-08-19T18:26:02-05:00,1,124.06,$124.06,0,0%,card,completed,web,desktop,0
1246,198,73,5,2025-04-13 04:41:20,2025-04-13 04:41:20,2025-04-13T04:41:20-05:00,4,709.13,$709.13,0,0%,card,completed,ios,mobile,1
1247,264,61,6,2024-09-17 05:38:15,2024/09/17 05:38,2024-09-17T05:38:15-05:00,3,94.56,$94.56,15,15%,wallet,completed,web,desktop,0
1248,13,7,8,2024-12-18 21:40:50,2024-12-18T21:40:50,2024-12-18T21:40:50-05:00,2,56.24,$56.24,0,0%,cash,completed,web,desktop,0
1249,195,40,9,2025-02-11 06:00:21,11-Feb-2025 06:00:21,2025-02-11T06:00:21-05:00,2,61.24,$61.24,5,5%,wallet,refunded,web,desktop,0
1250,207,26,18,2024-04-14 05:40:05,2024-04-14T05:40:05,2024-04-14T05:40:05-05:00,1,277.78,$277.78,0,0%,card,pending,android,mobile,0
1251,294,40,18,2024-12-29 12:32:22,2024/12/29 12:32,2024-12-29T12:32:22-05:00,5,156.07,$156.07,5,5%,card,completed,ios,mobile,0
1252,195,31,1,2024-05-29 18:15:53,2024-05-29 18:15:53,2024-05-29T18:15:53-05:00,1,226.57,$226.57,0,0%,card,completed,android,mobile,0
1253,30,66,7,2024-09-13 20:23:54,13/09/2024 20:23,2024-09-13T20:23:54-05:00,2,84.48,$84.48,5,5%,transfer,completed,ios,mobile,0
1254,43,3,10,2025-07-21 21:03:01,21-Jul-2025 21:03:01,2025-07-21T21:03:01-05:00,5,201.38,$201.38,10,10%,card,pending,ios,mobile,0
1255,282,27,6,2025-05-18 12:54:52,2025/05/18 12:54,2025-05-18T12:54:52-05:00,2,69.88,$69.88,0,0%,card,completed,web,desktop,0
1256,171,12,3,2025-07-12 03:38:27,12/07/2025 03:38,2025-07-12T03:38:27-05:00,2,32.72,$32.72,10,10%,wallet,completed,web,desktop,0
1257,167,51,9,2024-01-11 22:32:54,2024/01/11 22:32,2024-01-11T22:32:54-05:00,3,85.63,$85.63,10,10%,cash,completed,ios,mobile,0
1258,182,7,17,2024-08-17 03:39:02,2024-08-17T03:39:02,2024-08-17T03:39:02-05:00,2,48.61,$48.61,15,15%,card,completed,web,desktop,0
1259,53,46,13,2025-06-07 19:44:54,07/06/2025 19:44,2025-06-07T19:44:54-05:00,1,110.45,$110.45,15,15%,card,completed,android,mobile,0
1260,197,25,11,2024-05-16 07:27:44,2024-05-16T07:27:44,2024-05-16T07:27:44-05:00,2,297.97,$297.97,0,0%,card,completed,web,desktop,0
1261,142,8,2,2025-05-11 02:42:42,11-May-2025 02:42:42,2025-05-11T02:42:42-05:00,3,9.46,$9.46,0,0%,transfer,completed,android,mobile,0
1262,212,54,15,2024-11-28 04:57:59,2024-11-28T04:57:59,2024-11-28T04:57:59-05:00,4,837.67,$837.67,15,15%,wallet,completed,web,desktop,1
1263,219,10,14,2024-09-11 16:59:45,2024-09-11 16:59:45,2024-09-11T16:59:45-05:00,3,637.12,$637.12,0,0%,transfer,completed,web,desktop,0
1264,99,62,11,2024-11-07 08:04:23,2024-11-07 08:04:23,2024-11-07T08:04:23-05:00,5,1250.37,"$1,250.37",0,0%,transfer,completed,web,desktop,1
1265,66,8,1,2024-05-23 12:34:16,23/05/2024 12:34,2024-05-23T12:34:16-05:00,3,9.73,$9.73,0,0%,card,pending,ios,mobile,0
1266,133,10,12,2025-01-05 20:23:22,2025/01/05 20:23,2025-01-05T20:23:22-05:00,2,416.61,$416.61,0,0%,card,completed,android,mobile,0
1267,72,17,9,2024-07-11 15:55:58,2024-07-11 15:55:58,2024-07-11T15:55:58-05:00,1,134.08,$134.08,20,20%,card,pending,web,desktop,0
1268,284,66,7,2024-07-21 13:23:23,21-Jul-2024 13:23:23,2024-07-21T13:23:23-05:00,2,87.7,$87.70,5,5%,card,pending,web,desktop,0
1269,61,36,13,2024-07-01 22:26:03,01-Jul-2024 22:26:03,2024-07-01T22:26:03-05:00,5,652.16,$652.16,0,0%,card,completed,web,desktop,0
1270,48,59,13,2024-07-26 09:08:05,2024/07/26 09:08,2024-07-26T09:08:05-05:00,4,315.08,$315.08,10,10%,card,completed,web,desktop,0
1271,214,53,5,2024-08-22 12:40:42,2024-08-22T12:40:42,2024-08-22T12:40:42-05:00,1,117.77,$117.77,20,20%,cash,pending,web,desktop,0
1272,133,71,6,2025-07-15 11:30:25,2025-07-15T11:30:25,2025-07-15T11:30:25-05:00,1,72.52,$72.52,25,25%,transfer,pending,android,mobile,0
1273,128,45,11,2024-01-09 21:10:39,2024/01/09 21:10,2024-01-09T21:10:39-05:00,1,31.13,$31.13,10,10%,wallet,pending,android,mobile,0
1274,137,2,19,2025-05-22 17:32:28,2025/05/22 17:32,2025-05-22T17:32:28-05:00,4,12.23,$12.23,0,0%,cash,completed,android,mobile,0
1275,10,61,14,2025-06-22 02:08:33,22/06/2025 02:08,2025-06-22T02:08:33-05:00,2,60.75,$60.75,10,10%,card,completed,web,desktop,0
1276,190,56,3,2024-02-18 06:04:53,2024-02-18 06:04:53,2024-02-18T06:04:53-05:00,1,178.24,$178.24,0,0%,card,completed,web,desktop,0
1277,115,54,11,2024-12-27 11:35:29,2024/12/27 11:35,2024-12-27T11:35:29-05:00,4,896.99,$896.99,10,10%,card,completed,web,desktop,1
1278,263,16,14,2024-05-04 01:20:14,04-May-2024 01:20:14,2024-05-04T01:20:14-05:00,1,89.33,$89.33,20,20%,card,completed,ios,mobile,0
1279,232,63,3,2025-06-16 21:20:21,2025-06-16T21:20:21,2025-06-16T21:20:21-05:00,1,220.02,$220.02,0,0%,card,completed,web,desktop,0
1280,182,4,12,2025-06-30 11:15:13,2025/06/30 11:15,2025-06-30T11:15:13-05:00,1,105.16,$105.16,5,5%,transfer,completed,android,mobile,0
1281,65,65,10,2025-06-20 03:56:43,2025-06-20 03:56:43,2025-06-20T03:56:43-05:00,2,248.39,$248.39,10,10%,cash,completed,android,mobile,0
1282,95,63,11,2025-05-11 02:26:31,2025/05/11 02:26,2025-05-11T02:26:31-05:00,1,248.17,$248.17,10,10%,wallet,completed,web,desktop,0
1283,36,39,12,2024-10-12 11:30:53,2024-10-12T11:30:53,2024-10-12T11:30:53-05:00,4,608.03,$608.03,15,15%,card,completed,android,mobile,0
1284,202,67,15,2024-06-20 12:55:41,20/06/2024 12:55,2024-06-20T12:55:41-05:00,1,53.62,$53.62,5,5%,wallet,completed,web,desktop,0
1285,15,47,6,2024-04-13 17:54:09,13-Apr-2024 17:54:09,2024-04-13T17:54:09-05:00,4,125.69,$125.69,5,5%,wallet,completed,ios,mobile,0
1286,136,22,10,2024-04-28 23:35:09,28-Apr-2024 23:35:09,2024-04-28T23:35:09-05:00,5,433.48,$433.48,0,0%,card,completed,android,mobile,0
1287,82,25,8,2025-04-15 11:47:32,2025/04/15 11:47,2025-04-15T11:47:32-05:00,5,640.13,$640.13,5,5%,card,completed,android,mobile,0
1288,128,53,1,2024-11-18 23:55:26,2024-11-18T23:55:26,2024-11-18T23:55:26-05:00,4,409.61,$409.61,0,0%,card,completed,android,mobile,0
1289,248,39,19,2024-12-31 16:52:17,2024-12-31T16:52:17,2024-12-31T16:52:17-05:00,5,769.26,$769.26,0,0%,card,completed,web,desktop,1
1290,160,59,5,2025-05-30 19:37:03,30/05/2025 19:37,2025-05-30T19:37:03-05:00,1,79.01,$79.01,20,20%,wallet,completed,ios,mobile,0
1291,199,31,20,2024-07-11 05:05:23,2024-07-11T05:05:23,2024-07-11T05:05:23-05:00,2,440.93,$440.93,15,15%,card,completed,android,mobile,0
1292,105,20,20,2024-03-04 14:10:23,2024-03-04T14:10:23,2024-03-04T14:10:23-05:00,1,48.86,$48.86,0,0%,transfer,completed,web,desktop,0
1293,219,21,5,2024-12-12 23:59:09,2024-12-12T23:59:09,2024-12-12T23:59:09-05:00,5,85.53,$85.53,5,5%,card,pending,android,mobile,0
1294,198,21,16,2025-06-30 15:09:05,2025/06/30 15:09,2025-06-30T15:09:05-05:00,2,31.85,$31.85,5,5%,card,completed,web,desktop,0
1295,129,65,4,2024-03-01 15:56:24,2024-03-01T15:56:24,2024-03-01T15:56:24-05:00,4,486.52,$486.52,5,5%,wallet,completed,ios,mobile,0
1296,199,64,12,2024-03-28 03:43:24,2024-03-28 03:43:24,2024-03-28T03:43:24-05:00,1,219.23,$219.23,0,0%,card,completed,ios,mobile,0
1297,242,36,15,2025-03-01 08:55:18,2025-03-01T08:55:18,2025-03-01T08:55:18-05:00,4,494.33,$494.33,5,5%,cash,completed,web,desktop,0
1298,204,36,12,2024-06-06 00:28:31,2024-06-06T00:28:31,2024-06-06T00:28:31-05:00,2,246.73,$246.73,0,0%,transfer,completed,ios,mobile,0
1299,189,57,13,2025-02-20 20:04:13,20/02/2025 20:04,2025-02-20T20:04:13-05:00,5,699.01,$699.01,5,5%,cash,pending,web,desktop,1
1300,215,11,7,2024-05-07 19:11:41,2024/05/07 19:11,2024-05-07T19:11:41-05:00,2,352.94,$352.94,5,5%,card,completed,web,desktop,0
1301,232,62,6,2025-02-08 03:52:09,08-Feb-2025 03:52:09,2025-02-08T03:52:09-05:00,5,1312.95,"$1,312.95",10,10%,wallet,completed,web,desktop,1
1302,220,1,15,2024-03-31 06:52:15,31/03/2024 06:52,2024-03-31T06:52:15-05:00,4,2741.36,"$2,741.36",5,5%,card,completed,web,desktop,1
1303,108,61,18,2025-07-10 20:19:10,2025-07-10T20:19:10,2025-07-10T20:19:10-05:00,3,94.04,$94.04,0,0%,card,completed,web,desktop,0
1304,91,5,3,2025-01-14 16:24:49,2025-01-14 16:24:49,2025-01-14T16:24:49-05:00,2,353.71,$353.71,0,0%,cash,completed,ios,mobile,0
1305,187,61,18,2025-01-31 10:05:10,31-Jan-2025 10:05:10,2025-01-31T10:05:10-05:00,1,34.93,$34.93,0,0%,card,completed,web,desktop,0
1306,207,50,7,2024-02-13 05:07:35,13-Feb-2024 05:07:35,2024-02-13T05:07:35-05:00,2,377.37,$377.37,0,0%,cash,completed,web,desktop,0
1307,227,26,5,2024-04-12 11:37:14,2024-04-12T11:37:14,2024-04-12T11:37:14-05:00,2,618.66,$618.66,0,0%,card,completed,web,desktop,0
1308,153,53,14,2024-11-18 16:04:31,18-Nov-2024 16:04:31,2024-11-18T16:04:31-05:00,4,443.52,$443.52,10,10%,card,completed,ios,mobile,0
1309,258,54,16,2025-03-14 00:03:59,2025-03-14 00:03:59,2025-03-14T00:03:59-05:00,3,719.05,$719.05,0,0%,transfer,completed,android,mobile,1
1310,249,53,7,2025-03-10 00:44:05,10-Mar-2025 00:44:05,2025-03-10T00:44:05-05:00,3,327.39,$327.39,5,5%,wallet,completed,ios,mobile,0
1311,111,5,4,2025-06-06 13:17:56,2025/06/06 13:17,2025-06-06T13:17:56-05:00,5,954.38,$954.38,0,0%,card,completed,web,desktop,1
1312,196,69,9,2025-07-15 18:55:04,2025-07-15 18:55:04,2025-07-15T18:55:04-05:00,5,74.45,$74.45,0,0%,card,completed,ios,mobile,0
1313,173,45,5,2024-11-03 13:01:08,2024/11/03 13:01,2024-11-03T13:01:08-05:00,4,125.64,$125.64,0,0%,card,completed,ios,mobile,0
1314,223,20,8,2024-01-03 08:12:44,03/01/2024 08:12,2024-01-03T08:12:44-05:00,4,177.3,$177.30,0,0%,cash,completed,ios,mobile,0
1315,11,27,19,2025-03-25 04:30:12,2025-03-25 04:30:12,2025-03-25T04:30:12-05:00,2,72.4,$72.40,5,5%,cash,completed,ios,mobile,0
1316,286,58,5,2024-02-05 04:15:47,05-Feb-2024 04:15:47,2024-02-05T04:15:47-05:00,1,225.06,$225.06,0,0%,wallet,pending,web,desktop,0
